;Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
24458;Departamento;San Borja;4;1;1;220;5800.0;1780.0;380.0
24459;Tienda/Salón;San Bartolo;0;0;0;130;8000.0;;2000.0
24460;Departamento;Comas;2;2;1;130;16000.0;1530.0;525.0
24461;Departamento;San Borja;3;1;1;150;3500.0;900.0;400.0
24462;Edificio completo;Puente Piedra;0;0;0;1000;25000.0;;2500.0
24463;Departamento;San Borja;2;2;2;75;4000.0;2000.0;200.0
24464;Departamento;Rímac;2;1;1;100;1200.0;900.0;120.0
24465;Flat;Pueblo Libre;1;1;1;65;3000.0;1549.0;
24466;Departamento;Comas;3;3;2;270;18000.0;2640.0;833.0
24467;Departamento;Pachacámac;1;0;0;45;1000.0;350.0;23.0
24468;Departamento;Comas;4;2;1;150;7500.0;2000.0;4900.0
24469;Departamento;Ate;1;1;0;50;3300.0;1600.0;300.0
24470;Departamento;Lince;2;1;1;70;1000.0;400.0;
24471;Casa en condominio;Ate;4;3;4;600;18000.0;1100.0;300.0
24472;Departamento;San Miguel;2;1;1;74;1200.0;500.0;
24473;Habitación;Villa El Salvador;1;0;0;21;1400.0;375.0;
24474;Departamento;San Miguel;3;0;0;75;1600.0;680.0;92.0
24475;Flat;Comas;2;1;1;78;12000.0;4264.0;6408.0
24476;Local comercial;Pachacámac;0;0;0;120;4000.0;1169.0;348.0
24477;Departamento;Ate;4;3;4;237;8500.0;3500.0;400.0
24478;Departamento;Punta Hermosa;2;1;1;70;1500.0;724.0;55.0
24479;Casa;Lince;2;0;0;60;950.0;;
24480;Departamento;Comas;1;0;0;42;3500.0;;
24481;Almacén;Santa Rosa;0;0;0;4000;50000.0;;1250.0
24482;Departamento;San Bartolo;2;2;1;79;3200.0;840.0;
24483;Departamento;Rímac;4;2;2;226;17900.0;5000.0;1000.0
24484;Local comercial;Pachacámac;0;0;0;66;800.0;1200.0;297.0
24485;Tienda/Salón;Callao;0;1;0;60;2700.0;1243.0;245.0
24486;Local comercial;Pachacámac;0;0;0;375;18750.0;6350.0;2030.0
24487;Departamento;Ate;1;2;0;72;3100.0;1400.0;100.0
24488;Departamento;San Miguel;2;1;1;100;2600.0;650.0;
24489;Departamento;Lince;2;1;0;57;800.0;110.0;
24490;Departamento;Chorrillos;1;0;0;17;1200.0;420.0;25.0
24491;Local comercial;San Miguel;0;0;0;17;700.0;260.0;87.0
24492;Casa;Punta Hermosa;5;1;0;350;7000.0;290.0;500.0
24493;Departamento;La Punta;2;2;0;51;1200.0;557.0;14.0
24494;Casa de villa;Barranco;1;0;0;34;800.0;;
24495;Departamento;Ate;4;3;2;296;17000.0;5200.0;1560.0
24496;Departamento;Ate;3;2;1;104;4000.0;1850.0;3350.0
24497;Departamento;Villa El Salvador;1;0;0;15;900.0;401.0;23.0
24498;Departamento;San Miguel;2;0;0;82;1600.0;370.0;
24499;Local comercial;Jesús María;0;2;0;62;2500.0;1260.0;
24500;Habitación;San Borja;1;0;0;34;1500.0;475.0;
24501;Departamento;Villa El Salvador;4;1;1;290;10200.0;1800.0;800.0
24502;Departamento;Jesús María;2;1;1;70;1600.0;450.0;
24503;Local comercial;Rímac;0;0;0;32;3000.0;1461.0;348.0
24504;Departamento;Ate;4;1;2;400;15000.0;3300.0;1400.0
24505;Departamento;Jesús María;2;2;2;90;3000.0;1400.0;200.0
24506;Departamento;Callao;2;1;1;60;1400.0;600.0;76.0
24507;Departamento;Rímac;4;1;0;140;6500.0;1500.0;
24508;Departamento;San Borja;3;0;0;110;3600.0;1540.0;230.0
24509;Local comercial;La Punta;0;0;0;25;400.0;541.0;
24510;Departamento;Comas;3;1;1;180;20000.0;2500.0;
24511;Departamento;Jesús María;2;3;2;195;2700.0;850.0;430.0
24512;Local comercial;Ate;0;1;0;33;750.0;896.0;219.0
24513;Casa de villa;Callao;2;1;0;162;1700.0;70.0;
24514;Departamento;San Miguel;1;1;0;60;1050.0;695.0;20.0
24515;Casa;Lurigancho;4;3;4;452;20000.0;;
24516;Departamento;Punta Hermosa;2;1;1;88;2100.0;1200.0;
24517;Local comercial;Jesús María;0;1;0;20;600.0;445.0;
24518;Departamento;Rímac;2;2;2;130;16500.0;2240.0;620.0
24519;Tienda/Salón;San Borja;0;0;0;140;7700.0;5296.0;2359.0
24520;Departamento;Comas;2;1;2;65;4000.0;4000.0;433.0
24521;Departamento;Lurín;2;0;0;72;1000.0;200.0;13.0
24522;Local comercial;Chorrillos;0;20;0;920;161000.0;32000.0;
24523;Tienda/Salón;San Isidro;0;0;0;60;6000.0;1250.0;
24524;Tienda/Salón;Ate;0;1;0;130;3800.0;13581.0;17696.0
24525;Departamento;Rímac;4;3;1;170;7000.0;1495.0;564.0
24526;Departamento;Lince;3;1;1;63;1400.0;720.0;51.0
24527;Departamento;Jesús María;3;2;1;93;1800.0;294.0;
24528;Local comercial;Ate;0;6;0;339;20500.0;6800.0;1400.0
24529;Local comercial;Pachacámac;0;0;0;100;2000.0;1875.0;434.0
24530;Local comercial;Chorrillos;0;0;0;20;359.0;;
24531;Departamento;San Miguel;2;0;0;75;1200.0;882.0;70.0
24532;Local comercial;Ate;0;1;0;59;2000.0;1348.0;403.0
24533;Tienda/Salón;San Borja;0;0;0;170;11000.0;1199.0;1857.0
24534;Departamento;San Miguel;3;0;1;153;1600.0;568.0;128.0
24535;Departamento;Rímac;3;1;1;117;9000.0;2243.0;435.0
24536;Departamento;Punta Hermosa;3;2;1;320;9000.0;4000.0;1000.0
24537;Tienda/Salón;Cieneguilla;0;0;0;44;700.0;;
24538;Departamento;San Borja;2;0;0;75;2800.0;1000.0;150.0
24539;Departamento;Rímac;3;2;3;340;30000.0;2900.0;
24540;Departamento;Santa Anita;2;1;1;120;2500.0;597.0;
24541;Departamento;Lince;2;1;0;74;800.0;600.0;
24542;Departamento;San Juan de Miraflores;2;1;0;40;450.0;220.0;
24543;Departamento;Lince;2;1;0;55;1400.0;480.0;12.0
24544;Local comercial;Jesús María;0;32;0;2010;100500.0;30928.0;13172.0
24545;Departamento;Jesús María;3;1;1;85;1400.0;1010.0;140.0
24546;Departamento;Punta Hermosa;3;2;1;110;3500.0;900.0;184.0
24547;Casa comercial;Comas;0;0;0;30;2400.0;1450.0;200.0
24548;Departamento;Jesús María;3;4;3;180;6000.0;950.0;540.0
24549;Departamento;Ate;4;2;4;247;6200.0;3242.0;620.0
24550;Departamento;San Miguel;3;1;1;90;1900.0;1100.0;84.0
24551;Casa;Mi Perú;2;0;0;50;700.0;;
24552;Departamento;Lince;4;1;1;90;2500.0;490.0;
24553;Departamento;San Borja;2;0;0;73;2700.0;1115.0;
24554;Tienda/Salón;Pachacámac;0;0;0;220;48000.0;;995.0
24555;Departamento;Ate;4;2;2;178;8891.0;2500.0;3500.0
24556;Departamento;Comas;3;2;2;348;30000.0;9772.0;1994.0
24557;Departamento;Lurín;2;1;1;111;3600.0;1400.0;180.0
24558;Departamento;Ate;2;1;2;82;2000.0;800.0;
24559;Departamento;Ate;2;2;1;80;3000.0;1380.0;300.0
24560;Local comercial;Ate;0;1;0;36;1500.0;1340.0;257.0
24561;Local comercial;Santa Anita;0;0;0;60;850.0;270.0;
24562;Departamento;Rímac;3;0;0;105;4900.0;830.0;
24563;Local comercial;San Borja;0;0;0;27;970.0;680.0;100.0
24564;Departamento;Comas;2;1;0;75;3000.0;815.0;85.0
24565;Departamento;San Miguel;2;1;1;82;2300.0;1100.0;
24566;Departamento;Pueblo Libre;2;1;0;56;3500.0;1500.0;278.0
24567;Local comercial;Ate;0;1;0;36;1200.0;700.0;136.0
24568;Departamento;Callao;2;1;1;65;1500.0;680.0;82.0
24569;Departamento;San Borja;2;1;0;87;3000.0;1000.0;181.0
24570;Local comercial;La Punta;0;30;0;3006;390854.0;82290.0;
24571;Casa de villa;Santa María del Mar;2;1;0;60;1500.0;50.0;
24572;Local comercial;Ate;0;1;0;58;1800.0;1373.0;328.0
24573;Departamento;San Miguel;2;1;0;70;1100.0;;
24574;Departamento;Ate;3;1;1;106;3400.0;1400.0;4100.0
24575;Local comercial;Pachacámac;0;0;0;30;800.0;480.0;20.0
24576;Habitación;San Borja;1;0;0;27;950.0;605.0;
24577;Departamento;San Miguel;2;1;1;89;2000.0;605.0;22.0
24578;Departamento;Lince;2;0;0;50;850.0;;
24579;Departamento;Rímac;2;1;1;55;1300.0;500.0;135.0
24580;Departamento;Ate;1;1;1;52;1700.0;2640.0;555.0
24581;Departamento;Jesús María;3;3;1;377;1900.0;2430.0;813.0
24582;Departamento;Jesús María;3;2;2;89;2500.0;950.0;
24583;Local comercial;Pachacámac;0;18;0;2167;173411.0;36850.0;
24584;Departamento;San Borja;3;1;1;146;6000.0;1470.0;387.0
24585;Departamento;San Borja;3;2;1;115;3900.0;1434.0;397.0
24586;Departamento;Rímac;3;3;2;200;10300.0;1700.0;596.0
24587;Departamento;La Punta;1;0;0;46;1200.0;447.0;
24588;Departamento;Ate;3;2;1;168;3900.0;2048.0;
24589;Departamento;Callao;2;1;1;102;1900.0;480.0;180.0
24590;Departamento;Los Olivos;3;1;1;89;1600.0;741.0;38.0
24591;Local comercial;Pachacámac;0;1;0;170;3000.0;2800.0;700.0
24592;Casa comercial;Punta Hermosa;6;0;0;900;42000.0;;
24593;Departamento;San Miguel;2;0;0;61;1500.0;481.0;
24594;Departamento;Ate;3;2;3;120;3000.0;1200.0;350.0
24595;Departamento;Santa Anita;1;0;0;32;900.0;180.0;
24596;Departamento;San Borja;2;0;1;55;3100.0;650.0;80.0
24597;Local comercial;Jesús María;0;0;0;74;3200.0;550.0;350.0
24598;Cochera;Lurín;0;0;0;0;350.0;;
24599;Tienda/Salón;Pachacámac;0;0;0;45;3500.0;2201.0;370.0
24600;Almacén;La Perla;0;0;0;6818;170450.0;22794.0;8181.0
24601;Local comercial;Pachacámac;0;1;0;320;9900.0;3200.0;1306.0
24602;Local comercial;Chorrillos;0;0;0;500;;10.0;
24603;Departamento;Ate;4;4;4;565;20000.0;4800.0;1.0
24604;Local comercial;Ate;0;0;0;35;1200.0;1250.0;250.0
24605;Almacén;Punta Negra;0;0;0;250;5000.0;;
24606;Habitación;San Borja;1;0;0;20;1000.0;318.0;
24607;Departamento;San Borja;3;1;0;105;4500.0;1470.0;140.0
24608;Tienda/Salón;Ate;0;1;0;92;6000.0;2300.0;5083.0
24609;Departamento;La Punta;1;1;0;63;1250.0;560.0;
24610;Departamento;Jesús María;2;2;1;100;1600.0;1171.0;195.0
24611;Local comercial;Pachacámac;0;0;0;95;4500.0;2080.0;626.0
24612;Departamento;Ate;2;1;1;74;1900.0;1190.0;215.0
24613;Departamento;Pueblo Libre;2;0;0;50;2800.0;550.0;110.0
24614;Departamento;Lince;3;1;1;103;2600.0;1450.0;1200.0
24615;Departamento;Lince;2;0;0;48;500.0;290.0;
24616;Habitación;San Borja;1;0;0;27;1190.0;230.0;19.0
24617;Local comercial;Callao;0;1;0;24;1100.0;398.0;89.0
24618;Departamento;Comas;2;1;0;68;900.0;600.0;
24619;Habitación;San Borja;1;0;0;25;1600.0;584.0;55.0
24620;Almacén;San Luis;0;15;0;5000;38000.0;;810.0
24621;Local comercial;Chorrillos;0;4;0;800;96000.0;;
24622;Departamento;San Miguel;3;0;0;90;1200.0;828.0;
24623;Departamento;San Miguel;4;2;2;253;4000.0;2100.0;530.0
24624;Habitación;San Borja;1;0;0;27;1390.0;420.0;25.0
24625;Local comercial;Pachacámac;0;0;0;42;800.0;695.0;
24626;Departamento;Chorrillos;3;1;1;130;2650.0;1250.0;220.0
24627;Local comercial;San Luis;0;1;0;24;965.0;252.0;
24628;Local comercial;La Punta;0;1;0;20;700.0;418.0;67.0
24629;Local comercial;Jesús María;0;0;0;28;1500.0;500.0;
24630;Casa en condominio;Jesús María;3;2;3;212;4500.0;1663.0;3660.0
24631;Departamento;San Borja;4;0;1;160;5000.0;840.0;
24632;Local comercial;Pachacámac;0;0;0;581;29050.0;15640.0;2504.0
24633;Local comercial;Ate;0;38;0;1904;190400.0;;
24634;Casa en condominio;Pucusana;4;3;1;300;6900.0;1200.0;500.0
24635;Casa de villa;San Miguel;2;0;0;95;2000.0;;100.0
24636;Departamento;Ate;4;3;2;246;7000.0;2000.0;4800.0
24637;Departamento;San Bartolo;1;0;0;80;3000.0;600.0;
24638;Local comercial;Ate;0;0;0;36;900.0;999.0;156.0
24639;Departamento;Villa El Salvador;1;0;0;42;1450.0;550.0;54.0
24640;Local comercial;Pachacámac;0;0;0;430;30000.0;4742.0;
24641;Local comercial;Puente Piedra;0;1;0;28;1500.0;464.0;50.0
24642;Local comercial;Jesús María;0;1;0;50;1700.0;589.0;1561.0
24643;Departamento;Rímac;2;0;0;60;2200.0;546.0;108.0
24644;Departamento;San Borja;1;0;0;55;2700.0;;
24645;Local comercial;Lince;0;0;0;28;750.0;;
24646;Departamento;Ate;4;2;1;124;3300.0;1605.0;2980.0
24647;Departamento;Chorrillos;3;2;1;120;3650.0;1490.0;
24648;Departamento;San Isidro;1;1;0;50;650.0;450.0;
24649;Departamento;Comas;2;1;0;70;4000.0;950.0;2000.0
24650;Departamento;Chorrillos;5;2;2;622;15000.0;3545.0;1514.0
24651;Departamento;Comas;3;3;1;300;22000.0;4000.0;1862.0
24652;Departamento;San Borja;3;0;0;110;2700.0;950.0;20.0
24653;Departamento;Villa El Salvador;5;1;1;260;5500.0;2200.0;721.0
24654;Departamento;Comas;4;2;1;200;10900.0;3700.0;
24655;Departamento;Jesús María;2;2;1;169;1900.0;1269.0;
24656;Departamento;Comas;3;1;1;275;7000.0;3150.0;899.0
24657;Local comercial;Pachacámac;0;0;0;179;5500.0;2960.0;560.0
24658;Tienda/Salón;Ate;0;1;0;99;8000.0;1360.0;
24659;Local comercial;Chaclacayo;0;0;0;20;600.0;390.0;33.0
24660;Departamento;Ventanilla;2;1;0;75;2000.0;500.0;108.0
24661;Local comercial;Lince;0;1;0;40;1050.0;115.0;154.0
24662;Departamento;San Bartolo;1;0;1;70;4500.0;1180.0;700.0
24663;Departamento;Rímac;2;0;0;48;700.0;80.0;
24664;Local comercial;Pachacámac;0;18;0;1141;62743.0;22302.0;2977.0
24665;Tienda/Salón;Pachacámac;0;0;0;400;18000.0;;300.0
24666;Departamento;Jesús María;2;2;1;180;2000.0;1100.0;350.0
24667;Habitación;San Bartolo;1;0;0;18;1100.0;490.0;
24668;Casa;La Punta;2;0;1;176;1300.0;;
24669;Departamento;Lince;2;1;0;50;950.0;305.0;
24670;Local comercial;Pachacámac;0;0;0;36;800.0;575.0;
24671;Departamento;Comas;2;1;0;76;3600.0;528.0;
24672;Departamento;San Luis;2;1;0;52;1000.0;508.0;14.0
24673;Departamento;Ate;2;1;1;83;3000.0;1687.0;193.0
24674;Local comercial;Chorrillos;0;3;0;242;18000.0;9383.0;1642.0
24675;Local comercial;Chorrillos;0;5;0;197;18741.0;;
24676;Departamento;Lince;2;1;1;80;1300.0;200.0;70.0
24677;Local comercial;Pachacámac;0;0;0;100;4000.0;3500.0;477.0
24678;Departamento;Lince;2;1;1;80;2100.0;1350.0;80.0
24679;Local comercial;Pachacámac;0;0;0;286;13200.0;1820.0;13161.0
24680;Casa;Lince;2;2;1;80;1700.0;;2.0
24681;Departamento;Jesús María;3;1;2;70;1600.0;1095.0;153.0
24682;Local comercial;Ate;0;0;0;135;10000.0;4900.0;
24683;Departamento;Ate;3;1;1;92;2300.0;600.0;152.0
24684;Departamento;Comas;4;2;1;270;18000.0;2750.0;700.0
24685;Departamento;San Miguel;3;0;0;115;1800.0;400.0;168.0
24686;Departamento;Santa Rosa;2;0;0;59;800.0;360.0;15.0
24687;Local comercial;Pachacámac;0;0;0;370;22000.0;10528.0;2071.0
24688;Departamento;Jesús María;3;3;2;200;3500.0;630.0;620.0
24689;Local comercial;Ate;0;4;0;130;12000.0;5351.0;2962.0
24690;Casa en condominio;Ate;4;4;4;220;7000.0;1215.0;36720.0
24691;Departamento;Rímac;1;1;1;88;5500.0;1500.0;362.0
24692;Departamento;Comas;2;1;0;55;1200.0;185.0;
24693;Departamento;La Perla;1;1;1;50;2300.0;820.0;150.0
24694;Departamento;Ate;1;0;0;38;1000.0;410.0;15.0
24695;Casa;Jesús María;4;5;3;600;12000.0;;600.0
24696;Local comercial;Pachacámac;0;0;0;152;2000.0;2900.0;570.0
24697;Departamento;Ate;2;2;2;140;6500.0;2780.0;630.0
24698;Departamento;Comas;4;2;1;350;17000.0;5000.0;800.0
24699;Departamento;Villa El Salvador;3;0;0;250;15000.0;1900.0;
24700;Edificio completo;Chaclacayo;0;3;0;1617;33000.0;;29241.0
24701;Departamento;Comas;4;2;1;180;8500.0;1796.0;
24702;Casa en condominio;Lince;2;1;0;65;800.0;;
24703;Tienda/Salón;Ventanilla;0;0;0;90;4500.0;;
24704;Departamento;Lurigancho;2;2;1;83;3500.0;1630.0;254.0
24705;Departamento;Comas;3;2;1;190;6600.0;2200.0;380.0
24706;Departamento;Comas;3;1;0;107;5000.0;2550.0;387.0
24707;Local comercial;Pachacámac;0;0;0;381;10000.0;10166.0;745.0
24708;Departamento;Carabayllo;1;0;0;40;1200.0;485.0;107.0
24709;Local comercial;Pachacámac;0;0;0;108;4000.0;1287.0;520.0
24710;Departamento;Ate;2;2;2;130;5700.0;742.0;450.0
24711;Casa en condominio;Ate;4;2;4;450;7000.0;1150.0;750.0
24712;Departamento;Lince;2;1;1;77;2000.0;700.0;77.0
24713;Local comercial;La Punta;0;0;0;50;1800.0;750.0;
24714;Departamento;San Miguel;3;0;0;96;2500.0;714.0;900.0
24715;Departamento;Chaclacayo;1;0;0;62;800.0;270.0;
24716;Casa de villa;Independencia;1;0;0;70;750.0;;
24717;Local comercial;Pachacámac;0;0;0;155;10000.0;7989.0;796.0
24718;Departamento;Jesús María;2;2;1;65;1500.0;830.0;150.0
24719;Almacén;La Perla;0;0;0;1800;20000.0;;
24720;Departamento;Ate;3;2;2;134;4000.0;1800.0;290.0
24721;Departamento;Ate;3;2;2;140;4000.0;1880.0;327.0
24722;Tienda/Salón;Ate;0;1;0;54;1600.0;980.0;
24723;Departamento;Ate;4;2;1;168;4300.0;1993.0;
24724;Departamento;Ventanilla;1;0;1;45;1100.0;500.0;24.0
24725;Casa;Santiago de Surco;4;2;4;330;21000.0;;4200.0
24726;Departamento;Ate;3;3;1;238;12000.0;2700.0;
24727;Departamento;San Isidro;2;1;0;75;800.0;315.0;70.0
24728;Tienda/Salón;Comas;0;0;0;200;30000.0;;
24729;Departamento;Pueblo Libre;3;2;1;400;15000.0;3840.0;1820.0
24730;Almacén;Los Olivos;0;0;0;1150;9000.0;;1267.0
24731;Departamento;San Miguel;3;2;0;140;2400.0;970.0;
24732;Local comercial;Pachacámac;0;0;0;156;8525.0;1055.0;5222.0
24733;Casa en condominio;San Luis;2;0;2;90;1800.0;200.0;357.0
24734;Local comercial;Ate;0;0;0;30;700.0;650.0;190.0
24735;Departamento;San Borja;3;1;0;128;4000.0;1230.0;
24736;Local comercial;Ate;0;7;0;158;15500.0;3147.0;804.0
24737;Departamento;La Molina;1;0;0;53;1000.0;217.0;
24738;Departamento;Santa Rosa;1;1;0;40;1150.0;310.0;
24739;Departamento;Ate;3;2;2;160;4800.0;1550.0;526.0
24740;Casa;Ate;2;2;1;74;2500.0;770.0;
24741;Departamento;Ate;1;1;0;50;6300.0;;
24742;Local comercial;Pachacámac;0;0;0;5;299.0;;
24743;Departamento;Lince;2;0;0;55;500.0;60.0;
24744;Departamento;Lurigancho;3;1;0;90;2300.0;1063.0;218.0
24745;Departamento;Pueblo Libre;2;1;1;81;4200.0;690.0;330.0
24746;Departamento;San Borja;3;1;1;84;1000.0;750.0;73.0
24747;Departamento;Rímac;4;3;2;245;13500.0;3200.0;10500.0
24748;Departamento;Pueblo Libre;2;2;1;75;5700.0;2600.0;
24749;Departamento;Pachacámac;1;0;0;38;1000.0;335.0;175.0
24750;Departamento;Chorrillos;2;1;0;71;2700.0;700.0;76.0
24751;Departamento;Villa El Salvador;4;1;2;250;6450.0;1780.0;620.0
24752;Departamento;Ate;2;1;1;68;2000.0;880.0;
24753;Departamento;Jesús María;2;1;2;64;1400.0;1062.0;
24754;Departamento;Villa María del Triunfo;3;2;1;79;1600.0;500.0;
24755;Departamento;Ate;3;1;1;107;2500.0;1248.0;328.0
24756;Departamento;Ate;4;3;3;173;5500.0;2450.0;395.0
24757;Departamento;Comas;2;1;0;68;1000.0;600.0;
24758;Local comercial;Pachacámac;0;0;0;56;900.0;1000.0;87.0
24759;Local comercial;Ate;0;1;0;67;3500.0;1600.0;
24760;Local comercial;Ate;0;1;0;33;1000.0;409.0;56.0
24761;Departamento;Lurín;2;0;0;65;1100.0;490.0;
24762;Departamento;Ate;3;2;1;110;2700.0;1350.0;25.0
24763;Departamento;Ate;4;3;3;260;9600.0;3500.0;480.0
24764;Local comercial;Jesús María;0;1;0;24;1000.0;400.0;
24765;Casa en condominio;Ate;4;4;2;410;7500.0;1055.0;1190.0
24766;Almacén;Jesús María;0;1;0;15;990.0;;
24767;Local comercial;Jesús María;0;3;0;58;4500.0;500.0;890.0
24768;Local comercial;Pachacámac;0;0;0;20;1397.0;;
24769;Departamento;Ate;4;3;2;200;5800.0;2250.0;480.0
24770;Departamento;Ate;3;2;1;106;8000.0;2700.0;600.0
24771;Departamento;Comas;3;1;1;98;5800.0;1750.0;145.0
24772;Departamento;La Punta;2;1;0;82;1900.0;721.0;103.0
24773;Departamento;Mi Perú;1;1;0;48;1200.0;150.0;
24774;Departamento;Jesús María;2;1;2;106;2100.0;525.0;
24775;Departamento;Pucusana;2;0;0;115;2500.0;1312.0;21.0
24776;Departamento;Rímac;4;3;1;177;9000.0;2420.0;
24777;Local comercial;Comas;0;0;0;70;5000.0;2000.0;462.0
24778;Casa;La Punta;3;0;0;125;2900.0;;96.0
24779;Departamento;La Perla;2;0;0;70;3800.0;988.0;138.0
24780;Local comercial;Pachacámac;0;0;0;27;800.0;501.0;
24781;Local comercial;Ate;0;1;0;57;1900.0;850.0;
24782;Departamento;Rímac;3;1;1;115;5200.0;700.0;300.0
24783;Local comercial;Pachacámac;0;0;0;478;18000.0;3199.0;1520.0
24784;Departamento;Ate;3;2;3;112;3000.0;1480.0;3800.0
24785;Habitación;San Bartolo;1;0;0;22;1400.0;550.0;24.0
24786;Departamento;Ate;2;1;2;80;2300.0;980.0;174.0
24787;Departamento;Santa Anita;2;1;1;97;1200.0;350.0;77.0
24788;Departamento;La Perla;3;1;3;144;8500.0;1800.0;310.0
24789;Departamento;San Borja;1;0;0;35;2000.0;;
24790;Habitación;Pachacámac;1;0;0;25;900.0;340.0;15.0
24791;Departamento;Mi Perú;3;1;1;65;1000.0;720.0;
24792;Departamento;San Miguel;1;0;0;52;1300.0;558.0;49.0
24793;Departamento;El Agustino;2;1;0;54;1100.0;450.0;60.0
24794;Local comercial;Pachacámac;0;0;0;460;13900.0;4600.0;2020.0
24795;Casa de villa;San Juan de Miraflores;2;1;1;120;1800.0;40.0;25.0
24796;Departamento;Comas;4;0;2;230;13000.0;2820.0;1001.0
24797;Departamento;Santa Anita;2;0;0;40;785.0;65.0;
24798;Departamento;San Luis;2;1;1;85;2800.0;740.0;141.0
24799;Tienda/Salón;San Luis;0;1;0;81;5200.0;;
24800;Local comercial;Chaclacayo;0;0;0;25;650.0;180.0;34.0
24801;Departamento;Pueblo Libre;1;1;0;90;5500.0;2163.0;453.0
24802;Edificio completo;Bellavista;0;0;0;2188;140760.0;;4029.0
24803;Departamento;Comas;3;1;1;140;7200.0;2900.0;
24804;Departamento;Ate;3;1;1;80;3000.0;1360.0;
24805;Departamento;Chorrillos;1;1;1;60;2000.0;550.0;120.0
24806;Habitación;San Borja;1;0;0;35;2500.0;1.0;1.0
24807;Local comercial;Puente Piedra;0;12;0;1849;129460.0;45311.0;3236.0
24808;Departamento;Rímac;2;1;1;95;4500.0;1900.0;440.0
24809;Edificio completo;Comas;0;0;0;200;20000.0;;327.0
24810;Local comercial;Pachacámac;0;0;0;135;4000.0;1500.0;706.0
24811;Departamento;San Miguel;2;1;0;81;2000.0;950.0;
24812;Departamento;San Borja;2;0;0;47;1900.0;665.0;78.0
24813;Departamento;Lince;3;1;0;45;1100.0;280.0;
24814;Departamento;Jesús María;5;4;5;380;15000.0;1480.0;
24815;Casa;Los Olivos;8;0;0;412;4000.0;;958.0
24816;Departamento;San Miguel;2;1;1;126;2200.0;865.0;153.0
24817;Departamento;Villa El Salvador;3;1;1;85;3650.0;1203.0;140.0
24818;Departamento;Ventanilla;2;1;1;130;5300.0;986.0;200.0
24819;Departamento;Chorrillos;2;0;0;70;1900.0;600.0;20.0
24820;Departamento;San Borja;1;0;0;45;1800.0;700.0;25.0
24821;Departamento;Punta Hermosa;3;0;1;127;2400.0;1120.0;
24822;Departamento;Rímac;3;0;0;90;3500.0;950.0;
24823;Departamento;Jesús María;2;1;1;90;1800.0;850.0;160.0
24824;Departamento;Ate;2;1;0;88;3300.0;650.0;199.0
24825;Local comercial;Pachacámac;0;0;0;52;980.0;1177.0;
24826;Departamento;Pueblo Libre;4;3;1;200;7000.0;2000.0;909.0
24827;Departamento;San Borja;1;0;0;35;1500.0;484.0;24.0
24828;Departamento;San Borja;3;0;0;160;2800.0;1244.0;
24829;Flat;Comas;2;1;1;90;7500.0;2500.0;400.0
24830;Departamento;Lince;2;0;0;50;550.0;330.0;
24831;Local comercial;La Molina;0;1;0;31;500.0;540.0;112.0
24832;Departamento;San Borja;2;0;0;65;2600.0;700.0;115.0
24833;Departamento;Rímac;3;2;1;179;5000.0;3990.0;485.0
24834;Departamento;Ventanilla;2;0;0;60;1300.0;420.0;20.0
24835;Departamento;Lince;3;1;1;92;3300.0;1250.0;100.0
24836;Departamento;Comas;3;1;1;140;25000.0;1616.0;425.0
24837;Departamento;Rímac;2;1;1;100;5000.0;1700.0;350.0
24838;Departamento;Santa Anita;1;1;0;47;1200.0;623.0;363.0
24839;Departamento;El Agustino;2;0;0;76;1200.0;;
24840;Local comercial;Pachacámac;0;0;0;130;4300.0;2250.0;
24841;Departamento;Comas;3;1;1;140;14900.0;1580.0;
24842;Local comercial;San Miguel;0;1;0;27;950.0;1310.0;145.0
24843;Local comercial;Pachacámac;0;0;0;120;4000.0;1500.0;527.0
24844;Casa comercial;Chorrillos;0;0;0;280;16000.0;;1166.0
24845;Casa en condominio;Punta Hermosa;5;6;1;630;10000.0;1000.0;1200.0
24846;Departamento;Santa Anita;3;1;0;70;1300.0;280.0;
24847;Casa;Pueblo Libre;6;2;0;750;18000.0;;1800.0
24848;Local comercial;Pachacámac;0;0;0;2010;130650.0;39388.0;11584.0
24849;Flat;Comas;2;1;2;55;9000.0;3826.0;960.0
24850;Departamento;Ate;1;1;0;60;2300.0;1380.0;
24851;Departamento;Ventanilla;2;1;0;60;1500.0;250.0;46.0
24852;Tienda/Salón;Ate;0;0;0;82;2000.0;1100.0;1500.0
24853;Almacén;La Perla;0;0;0;2325;46500.0;9300.0;2790.0
24854;Departamento;Ate;4;3;4;234;6500.0;2700.0;450.0
24855;Departamento;Rímac;4;2;1;184;9000.0;2717.0;990.0
24856;Departamento;San Borja;2;1;2;80;6000.0;3562.0;313.0
24857;Departamento;Rímac;4;2;1;145;8000.0;2200.0;475.0
24858;Habitación;Chorrillos;0;0;0;30;1200.0;366.0;
24859;Departamento;Ate;3;0;1;130;5800.0;1800.0;
24860;Departamento;Santa Rosa;3;1;0;90;1200.0;580.0;20.0
24861;Local comercial;Ate;0;1;0;36;1300.0;756.0;136.0
24862;Departamento;Jesús María;3;2;2;109;2200.0;660.0;290.0
24863;Local comercial;Pachacámac;0;0;0;55;1000.0;1200.0;293.0
